NTA Experiment Summary File
Created with NTA 3.2 Dev Build 3.2.16

[Experiment Details]
Software Version,Unknown
Experiment Name,PBS_LPS_.nano
Sample Name,""
Operator Name,""
Time Captured,
Pre-treatment,""
Diluent,""
471.5,22001,0,0,0,0,0,0,30,15,0,164701,57372,100,12557,8,0,1435,0,16700,0,24972,12318,0,28949,39211,0,0,0,0,0,0,17599,68,0,0,0,205724,10258,0,0,0,0,0,0,0,0,0,56893,0,0,13418,5401,
472.5,23843,0,0,0,0,0,0,20,12,0,153830,55709,112,11853,6,0,1198,0,14744,0,22965,11636,0,29098,41054,0,0,0,0,0,0,18057,62,0,0,0,193552,9794,0,0,0,0,0,0,0,0,0,55079,0,0,12852,5093,
473.5,25702,0,0,0,0,0,0,12,9,0,141399,54131,127,11196,4,0,994,0,12910,0,21054,11018,0,29308,43018,0,0,0,0,0,0,18505,56,0,0,0,180673,9316,0,0,0,0,0,0,0,0,0,53118,0,0,12251,4761,
474.5,27563,0,0,0,0,0,0,8,7,0,127852,52634,145,10584,3,0,819,0,11212,0,19243,10458,0,29579,45107,0,0,0,0,0,0,18941,50,0,0,0,167318,8827,0,0,0,0,0,0,0,0,0,51028,0,0,11628,4416,
475.5,29408,0,0,0,0,0,0,5,5,0,113664,51217,166,10013,2,0,670,0,9658,0,17534,9951,0,29911,47323,0,0,0,0,0,0,19366,45,0,0,0,153717,8329,0,0,0,0,0,0,0,0,0,48831,0,0,10996,4068,
476.5,31219,0,0,0,0,0,0,3,4,0,99312,49876,192,9482,2,0,544,0,8251,0,15926,9493,0,30305,49670,0,0,0,0,0,0,19776,40,0,0,0,140089,7827,0,0,0,0,0,0,0,0,0,46547,0,0,10371,3730,
477.5,32979,0,0,0,0,0,0,2,3,0,85241,48609,224,8988,1,0,440,0,6992,0,14422,9080,0,30763,52150,0,0,0,0,0,0,20172,36,0,0,0,126637,7323,0,0,0,0,0,0,0,0,0,44196,0,0,9765,3410,
478.5,34669,0,0,0,0,0,0,1,2,0,71843,47413,262,8529,0,0,353,0,5877,0,13018,8709,0,31285,54765,0,0,0,0,0,0,20552,33,0,0,0,113547,6821,0,0,0,0,0,0,0,0,0,41801,0,0,9190,3119,
479.5,36275,0,0,0,0,0,0,0,2,0,59433,46285,308,8103,0,0,281,0,4900,0,11715,8376,0,31873,57515,0,0,0,0,0,0,20914,29,0,0,0,100977,6324,0,0,0,0,0,0,0,0,0,39380,0,0,8654,2864,
480.5,37779,0,0,0,0,0,1,0,1,0,48240,45223,365,7708,0,0,222,0,4052,0,10509,8079,0,32529,60402,0,0,0,0,0,0,21259,26,0,0,0,89060,5835,0,0,0,0,0,0,0,0,0,36955,0,0,8165,2650,
481.5,39167,0,0,0,0,0,1,0,1,0,38402,44224,434,7341,0,0,175,0,3325,0,9398,7816,0,33253,63423,0,0,0,0,0,0,21584,23,0,0,0,77901,5357,0,0,0,0,0,0,0,0,0,34542,0,0,7727,2481,
482.5,40427,0,0,0,0,0,1,0,0,0,29971,43286,518,7003,0,0,137,0,2706,0,8377,7583,0,34049,66578,0,0,0,0,0,0,21890,21,0,0,0,67574,4894,0,0,0,0,0,0,0,0,0,32160,0,0,7344,2355,
483.5,41549,0,0,0,0,0,1,0,0,0,22924,42405,622,6689,0,0,106,0,2184,0,7444,7379,0,34918,69862,0,0,0,0,0,0,22174,18,0,0,0,58127,4448,0,0,0,0,0,0,0,0,0,29824,0,0,7014,2270,
484.5,42522,0,0,0,0,0,2,0,0,0,17178,41579,749,6400,0,0,82,0,1749,0,6595,7202,0,35863,73272,0,0,0,0,0,0,22437,16,0,0,0,49583,4022,0,0,0,0,0,0,0,0,0,27549,0,0,6736,2222,
485.5,43340,0,0,0,0,0,2,0,0,0,12607,40806,905,6133,0,0,63,0,1390,0,5823,7051,0,36886,76801,0,0,0,0,0,0,22677,14,0,0,0,41939,3616,0,0,0,0,0,0,0,0,0,25347,0,0,6508,2204,
486.5,44000,0,0,0,0,0,2,0,0,0,9058,40082,1098,5887,0,0,48,0,1096,0,5126,6925,0,37990,80442,0,0,0,0,0,0,22894,13,0,0,0,35174,3234,0,0,0,0,0,0,0,0,0,23228,0,0,6326,2209,
487.5,44498,0,0,0,0,0,2,0,0,0,6370,39406,1335,5661,0,0,36,0,857,0,4498,6821,0,39178,84185,0,0,0,0,0,0,23087,11,0,0,0,29252,2875,0,0,0,0,0,0,0,0,0,21203,0,0,6186,2234,
488.5,44834,0,0,0,0,0,2,0,0,0,4383,38774,1626,5454,0,0,27,0,665,0,3935,6740,0,40452,88019,0,0,0,0,0,0,23257,10,0,0,0,24120,2542,0,0,0,0,0,0,0,0,0,19277,0,0,6082,2273,
489.5,45011,0,0,0,0,0,3,0,0,0,2950,38185,1984,5264,0,0,20,0,512,0,3431,6680,0,41815,91931,0,0,0,0,0,0,23401,9,0,0,0,19720,2234,0,0,0,0,0,0,0,0,0,17457,0,0,6012,2323,
490.5,45033,0,0,0,0,0,3,0,0,0,1942,37637,2425,5090,0,0,15,0,391,0,2983,6642,0,43271,95906,0,0,0,0,0,0,23521,8,0,0,0,15986,1952,0,0,0,0,0,0,0,0,0,15746,0,0,5971,2380,
491.5,44904,0,0,0,0,0,3,0,0,0,1249,37126,2966,4932,0,0,11,0,296,0,2585,6624,0,44822,99927,0,0,0,0,0,0,23615,7,0,0,0,12848,1695,0,0,0,0,0,0,0,0,0,14146,0,0,5955,2443,
492.5,44632,0,0,0,0,1,3,0,0,0,786,36650,3628,4789,0,0,8,0,223,0,2233,6626,0,46472,103974,0,0,0,0,0,0,23685,6,0,0,0,10238,1462,0,0,0,0,0,0,0,0,0,12658,0,0,5961,2511,
493.5,44225,0,0,0,0,2,4,0,0,0,483,36208,4439,4659,0,0,6,0,166,0,1923,6648,0,48222,108027,0,0,0,0,0,0,23729,5,0,0,0,8089,1254,0,0,0,0,0,0,0,0,0,11282,0,0,5987,2581,
494.5,43694,0,0,0,0,3,4,0,0,0,290,35796,5427,4543,0,0,4,0,123,0,1651,6691,0,50077,112062,0,0,0,0,0,0,23747,5,0,0,0,6336,1069,0,0,0,0,0,0,0,0,0,10016,0,0,6031,2653,
495.5,43048,0,0,0,0,5,5,0,0,0,170,35413,6628,4438,0,0,3,0,90,0,1412,6754,0,52039,116056,0,0,0,0,0,0,23741,4,0,0,0,4920,905,0,0,0,0,0,0,0,0,0,8856,0,0,6090,2726,
496.5,42299,0,0,0,0,9,5,0,0,0,97,35057,8083,4346,0,0,2,0,66,0,1205,6837,0,54110,119982,0,0,0,0,0,0,23709,4,0,0,0,3789,761,0,0,0,0,0,0,0,0,0,7799,0,0,6163,2800,
497.5,41458,0,0,0,0,15,6,0,0,0,54,34725,9838,4265,0,0,2,0,48,0,1025,6942,0,56293,123811,0,0,0,0,0,0,23652,3,0,0,0,2892,636,0,0,0,0,0,0,0,0,0,6842,0,0,6250,2875,
498.5,40538,0,0,0,0,24,6,0,0,0,30,34415,11945,4195,0,0,1,0,34,0,869,7068,0,58589,127515,0,0,0,0,0,0,23571,3,0,0,0,2189,527,0,0,0,0,0,0,0,0,0,5978,0,0,6350,2949,
499.5,39548,0,0,0,0,38,7,0,0,0,16,34125,14460,4136,0,0,0,0,24,0,734,7216,0,61002,131065,0,0,0,0,0,0,23467,2,0,0,0,1643,435,0,0,0,0,0,0,0,0,0,5202,0,0,6462,3024,
500.5,38502,0,0,0,0,61,7,0,0,0,8,33852,17447,4087,0,0,0,0,17,0,619,7388,0,63532,134428,0,0,0,0,0,0,23338,2,0,0,0,1222,356,0,0,0,0,0,0,0,0,0,4509,0,0,6588,3098,
501.5,37410,0,0,0,0,96,8,0,0,0,4,33596,20971,4047,0,0,0,0,12,0,520,7584,0,66179,137575,0,0,0,0,0,0,23187,2,0,0,0,902,289,0,0,0,0,0,0,0,0,0,3893,0,0,6726,3171,
502.5,36283,0,0,0,0,149,9,0,0,0,2,33352,25099,4017,0,0,0,0,8,0,435,7806,0,68945,140474,0,0,0,0,0,0,23013,2,0,0,0,659,233,0,0,0,0,0,0,0,0,0,3348,0,0,6877,3245,
503.5,35131,0,0,0,0,228,10,0,0,0,0,33120,29898,3997,0,0,0,0,6,0,364,8054,0,71829,143096,0,0,0,0,0,0,22817,1,0,0,0,478,187,0,0,0,0,0,0,0,0,0,2868,0,0,7042,3319,
504.5,33963,0,0,0,0,346,11,0,0,0,0,32896,35431,3985,0,0,0,0,4,0,303,8330,0,74831,145411,0,0,0,0,0,0,22601,1,0,0,0,344,149,0,0,0,0,0,0,0,0,0,2447,0,0,7221,3394,
505.5,32789,0,0,0,0,516,12,0,0,0,0,32679,41754,3983,0,0,0,0,3,0,251,8637,0,77948,147391,0,0,0,0,0,0,22364,0,0,0,0,245,117,0,0,0,0,0,0,0,0,0,2079,0,0,7415,3472,
506.5,31616,0,0,0,0,761,13,0,0,0,0,32467,48909,3990,0,0,0,0,2,0,208,8975,0,81179,149011,0,0,0,0,0,0,22108,0,0,0,0,173,92,0,0,0,0,0,0,0,0,0,1760,0,0,7625,3553,
507.5,30450,0,0,0,0,1105,15,0,0,0,0,32257,56921,4006,0,0,0,0,1,0,171,9347,0,84520,150246,0,0,0,0,0,0,21834,0,0,0,0,122,72,0,0,0,0,0,0,0,0,0,1484,0,0,7851,3638,
508.5,29300,0,0,0,0,1583,16,0,0,0,0,32047,65792,4032,0,0,0,0,0,0,141,9755,0,87966,151077,0,0,0,0,0,0,21542,0,0,0,0,84,55,0,0,0,0,0,0,0,0,0,1246,0,0,8093,3730,
509.5,28169,0,0,0,0,2235,18,0,0,0,0,31836,75494,4066,0,0,0,0,0,0,116,10201,0,91513,151485,0,0,0,0,0,0,21234,0,0,0,0,58,42,0,0,0,0,0,0,0,0,0,1042,0,0,8350,3829,
510.5,27064,0,0,0,0,3111,19,0,0,0,0,31619,85964,4110,0,0,0,0,0,0,95,10688,0,95155,151456,0,0,0,0,0,0,20910,0,0,0,0,40,32,0,0,0,0,0,0,0,0,0,868,0,0,8623,3937,
511.5,25987,0,0,0,0,4268,21,0,0,0,0,31397,97099,4164,0,0,0,0,0,0,77,11219,0,98883,150982,0,0,0,0,0,0,20572,0,0,0,0,27,24,0,0,0,0,0,0,0,0,0,721,0,0,8909,4055,
512.5,24943,0,0,0,0,5768,23,0,0,0,0,31166,108753,4227,0,0,0,0,0,0,63,11798,0,102690,150055,0,0,0,0,0,0,20220,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,596,0,0,9207,4182,
513.5,23934,0,0,0,0,7679,26,0,0,0,0,30925,120734,4300,0,0,0,0,0,0,51,12426,0,106565,148676,0,0,0,0,0,0,19855,0,0,0,0,12,14,0,0,0,0,0,0,0,0,0,491,0,0,9514,4317,
514.5,22963,0,0,0,0,10072,28,0,0,0,0,30671,132807,4384,0,0,0,0,0,0,41,13108,0,110498,146847,0,0,0,0,0,0,19480,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,402,0,0,9826,4460,
515.5,22030,0,0,0,0,13010,31,0,0,0,0,30402,144699,4479,0,0,0,0,0,0,33,13848,0,114476,144576,0,0,0,0,0,0,19093,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,329,0,0,10140,4605,
516.5,21138,0,0,0,0,16550,34,0,0,0,0,30117,156102,4585,0,0,0,0,0,0,27,14649,0,118486,141877,0,0,0,0,0,0,18697,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,268,0,0,10451,4750,
517.5,20286,0,0,0,0,20732,37,0,0,0,0,29814,166688,4702,0,0,0,0,0,0,21,15516,0,122513,138767,0,0,0,0,0,0,18293,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,217,0,0,10752,4891,
518.5,19476,0,0,0,0,25569,41,0,0,0,0,29491,176120,4832,0,0,0,0,0,0,17,16453,0,126542,135268,0,0,0,0,0,0,17882,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,175,0,0,11037,5021,
519.5,18707,0,0,0,0,31046,45,0,0,0,0,29147,184071,4975,0,0,0,0,0,0,14,17465,0,130555,131405,0,0,0,0,0,0,17464,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,141,0,0,11301,5135,
520.5,17979,0,0,0,0,37108,49,0,0,0,0,28780,190239,5131,0,0,0,0,0,0,11,18557,0,134534,127209,0,0,0,0,0,0,17042,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,113,0,0,11535,5230,
521.5,17291,0,0,0,0,43658,53,0,0,0,0,28389,194367,5301,0,0,0,0,0,0,9,19735,0,138460,122712,0,0,0,0,0,0,16614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,11734,5300,
522.5,16643,0,0,0,0,50556,58,0,0,0,0,27973,196258,5486,0,0,0,0,0,0,7,21002,0,142314,117950,0,0,0,0,0,0,16184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,11890,5344,
523.5,16034,0,0,0,0,57617,64,0,0,0,0,27532,195791,5686,0,0,0,0,0,0,5,22366,0,146075,112962,0,0,0,0,0,0,15751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,11999,5359,
524.5,15464,0,0,0,0,64622,70,0,0,0,0,27064,192930,5903,0,0,0,0,0,0,4,23832,0,149722,107786,0,0,0,0,0,0,15316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,12055,5344,
525.5,14930,0,0,0,0,71323,76,0,0,0,0,26569,187732,6137,0,0,0,0,0,0,3,25406,0,153234,102465,0,0,0,0,0,0,14881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,12056,5302,
526.5,14432,0,0,0,1,77460,83,0,0,0,0,26047,180343,6390,0,0,0,0,0,0,3,27094,0,156589,97040,0,0,0,0,0,0,14446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,11999,5235,
527.5,13969,0,0,0,1,82776,90,0,0,0,0,25498,170993,6662,0,0,0,0,0,0,2,28902,0,159766,91552,0,0,0,0,0,0,14013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,11885,5145,
528.5,13540,0,0,0,2,87035,98,0,0,0,0,24923,159983,6954,0,0,0,0,0,0,2,30837,0,162743,86040,0,0,0,0,0,0,13580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,11715,5038,
529.5,13143,0,0,0,2,90039,107,0,0,0,0,24321,147669,7268,0,0,0,0,0,0,1,32905,0,165499,80546,0,0,0,0,0,0,13151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,11493,4918,
530.5,12778,0,0,0,3,91642,116,0,0,0,0,23694,134441,7605,0,0,0,0,0,0,0,35112,0,168014,75106,0,0,0,0,0,0,12725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,11225,4790,
531.5,12443,0,0,0,4,91766,126,0,0,0,0,23043,120702,7965,0,0,0,0,0,0,0,37464,0,170269,69754,0,0,0,0,0,0,12302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,10917,4660,
532.5,12138,0,0,0,5,90401,137,0,0,0,0,22369,106845,8351,0,0,0,0,0,0,0,39968,0,172245,64524,0,0,0,0,0,0,11884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10577,4530,
533.5,11860,0,0,0,7,87613,149,0,0,0,0,21674,93233,8763,0,0,0,0,0,0,0,42630,0,173926,59444,0,0,0,0,0,0,11471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10215,4406,
534.5,11610,0,0,0,9,83532,161,0,0,0,0,20960,80183,9202,0,0,0,0,0,0,0,45455,0,175297,54540,0,0,0,0,0,0,11064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9840,4291,
535.5,11386,0,0,0,11,78348,175,0,0,0,0,20228,67954,9671,0,0,0,0,0,0,0,48448,0,176344,49835,0,0,0,0,0,0,10663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9461,4187,
536.5,11188,0,0,0,14,72291,189,0,0,0,0,19480,56743,10171,0,0,0,0,0,0,0,51615,0,177055,45345,0,0,0,0,1,0,10268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9087,4096,
537.5,11015,0,0,0,18,65618,205,0,0,0,0,18720,46676,10702,0,0,0,0,0,0,0,54960,0,177421,41088,0,0,0,0,2,0,9881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8726,4018,
538.5,10865,0,0,0,23,58592,221,0,0,0,0,17950,37819,11267,0,0,0,0,0,0,0,58487,0,177436,37073,0,0,0,0,4,0,9501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8385,3953,
539.5,10740,0,0,0,29,51468,239,0,0,0,0,17172,30178,11866,0,0,0,0,0,0,0,62198,0,177094,33307,0,0,0,0,7,0,9128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8069,3901,
540.5,10637,0,0,0,36,44475,258,0,0,0,0,16390,23713,12502,0,0,0,0,0,0,0,66097,0,176393,29796,0,0,0,0,11,0,8764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7781,3860,
541.5,10558,0,0,0,46,37808,278,0,0,0,0,15606,18347,13174,0,0,0,0,0,0,0,70184,0,175333,26540,0,0,0,0,19,0,8407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7526,3828,
542.5,10500,0,0,0,57,31618,299,0,0,0,0,14822,13975,13886,0,0,0,0,0,0,0,74462,0,173918,23537,0,0,0,0,31,0,8060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7303,3805,
543.5,10465,0,0,0,72,26012,322,0,0,0,0,14043,10478,14636,0,0,0,0,0,0,0,78928,0,172153,20783,0,0,0,0,49,0,7721,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7113,3787,
544.5,10451,0,0,0,90,21053,346,0,0,0,0,13270,7733,15428,0,0,0,0,0,0,0,83582,0,170047,18270,0,0,0,0,78,0,7390,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6955,3774,
545.5,10459,0,0,0,112,16764,372,0,0,0,0,12507,5617,16262,0,0,0,0,0,0,0,88421,0,167608,15990,0,0,0,0,122,0,7069,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6826,3765,
546.5,10489,0,0,0,139,13132,399,0,0,0,0,11757,4016,17137,0,0,0,0,0,0,0,93441,0,164851,13932,0,0,0,0,188,0,6757,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6725,3759,
547.5,10540,0,0,0,172,10121,428,0,0,0,0,11021,2825,18056,0,0,0,0,0,0,0,98637,0,161790,12084,0,0,0,0,287,0,6454,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6648,3755,
548.5,10614,0,0,0,212,7674,458,0,0,0,0,10302,1956,19019,0,0,0,0,0,0,0,104002,0,158442,10435,0,0,0,0,432,0,6160,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6594,3755,
549.5,10709,0,0,0,261,5725,491,0,0,0,0,9604,1332,20025,0,0,0,0,0,0,0,109528,0,154826,8969,0,0,0,0,642,0,5876,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6560,3757,
550.5,10827,0,0,0,319,4202,525,0,0,0,0,8926,893,21075,0,0,0,0,0,0,0,115206,0,150964,7675,0,0,0,0,940,0,5600,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6543,3762,
551.5,10968,0,0,0,390,3035,561,0,0,0,0,8273,588,22168,0,0,0,0,0,0,0,121025,0,146876,6537,0,0,0,0,1359,0,5334,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6542,3771,
552.5,11131,0,0,0,474,2157,598,0,0,0,0,7644,382,23303,0,0,0,0,0,0,0,126972,0,142585,5542,0,0,0,0,1939,0,5077,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6556,3785,
553.5,11319,0,0,0,574,1508,638,0,0,0,0,7042,244,24480,0,0,0,0,0,0,0,133034,0,138117,4677,0,0,0,0,2728,0,4829,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6584,3803,
554.5,11530,0,0,0,693,1038,680,0,0,0,0,6468,153,25698,0,0,0,0,0,0,0,139195,0,133495,3929,0,0,0,0,3786,0,4590,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6625,3827,
555.5,11766,0,0,0,834,702,723,0,0,0,0,5922,94,26953,0,0,0,0,0,0,0,145440,0,128744,3285,0,0,0,0,5183,0,4360,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6680,3857,
556.5,12028,0,0,0,999,468,769,0,0,0,0,5405,57,28245,0,0,0,0,0,0,0,151749,0,123891,2734,0,0,0,0,6998,0,4138,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,6750,3894,
557.5,12316,0,0,0,1193,307,817,0,0,0,0,4918,34,29570,0,1,0,0,0,0,0,158105,0,118959,2264,0,0,0,0,9318,0,3925,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,6835,3937,
558.5,12632,0,0,0,1419,198,867,0,0,0,0,4461,20,30925,0,1,0,0,0,0,0,164486,0,113973,1867,0,0,0,0,12236,0,3721,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,6936,3987,
559.5,12975,0,0,0,1681,126,919,0,0,0,0,4032,12,32307,0,2,0,0,0,0,0,170872,0,108958,1532,0,0,0,0,15845,0,3525,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,7056,4045,
560.5,13347,0,0,0,1985,79,974,0,0,0,0,3633,7,33711,0,2,0,0,0,0,0,177241,0,103937,1251,0,0,0,0,20233,0,3337,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,7195,4110,
561.5,13748,0,0,0,2334,48,1030,0,0,0,0,3263,4,35134,0,2,0,0,0,0,0,183569,0,98933,1016,0,0,0,0,25476,0,3157,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,7355,4184,
562.5,14180,0,0,0,2733,29,1089,0,0,0,0,2921,2,36569,0,3,0,0,0,0,0,189834,0,93965,822,0,0,0,0,31631,0,2985,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,7536,4266,
563.5,14644,0,0,0,3189,17,1150,0,0,0,0,2606,1,38011,0,4,0,0,0,0,0,196012,0,89055,662,0,0,0,0,38724,0,2820,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,7739,4359,
564.5,15139,0,0,0,3705,10,1213,0,0,0,0,2317,0,39454,0,4,0,0,0,0,0,202078,0,84221,530,0,0,0,0,46744,0,2663,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,7962,4461,
565.5,15668,0,0,0,4288,6,1278,0,0,0,0,2053,0,40891,0,5,0,0,0,0,0,208010,0,79480,423,0,0,0,0,55635,0,2512,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,8206,4574,
566.5,16232,0,0,0,4944,3,1346,0,0,0,0,1812,0,42316,0,6,0,0,0,0,0,213781,0,74846,335,0,0,0,0,65289,0,2369,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,8467,4698,
567.5,16830,0,0,0,5676,2,1416,0,0,0,0,1595,0,43721,0,7,0,0,0,0,0,219371,0,70334,265,0,0,0,0,75546,0,2233,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,8741,4832,
568.5,17463,0,0,0,6491,1,1487,0,0,0,0,1398,0,45098,0,9,0,0,0,0,0,224754,0,65956,208,0,0,0,0,86189,0,2103,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,9025,4974,
569.5,18133,0,0,0,7393,0,1561,0,0,0,0,1222,0,46439,0,11,0,0,0,0,0,229910,0,61722,163,0,0,0,0,96953,0,1979,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,9312,5122,
570.5,18840,0,0,0,8386,0,1637,0,0,0,0,1064,0,47737,0,13,0,0,0,0,0,234815,0,57640,127,0,0,0,0,107533,0,1861,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,9595,5273,
571.5,19583,0,0,0,9474,0,1714,0,0,0,0,923,0,48982,0,15,0,0,0,0,0,239451,0,53718,98,0,0,0,0,117598,0,1750,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,9869,5423,
572.5,20363,0,0,0,10659,0,1794,0,0,0,0,798,0,50166,0,18,0,0,0,0,0,243798,0,49961,75,0,1,0,0,126805,0,1644,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,10125,5567,
573.5,21181,0,0,0,11943,0,1875,0,0,0,0,687,0,51281,0,21,0,0,0,0,0,247838,0,46373,58,0,2,0,0,134821,0,1543,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,10356,5701,
574.5,22035,0,0,0,13327,0,1958,0,0,0,0,590,0,52319,0,25,0,0,0,0,0,251554,0,42957,44,0,3,0,0,141341,0,1448,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,10556,5818,
575.5,22924,0,0,0,14810,0,2042,0,0,0,0,504,0,53270,0,29,0,0,0,0,0,254932,0,39714,34,0,4,0,0,146108,0,1357,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,10719,5916,
576.5,23849,0,0,0,16391,0,2128,0,0,0,0,430,0,54127,0,34,0,0,0,0,0,257960,0,36643,25,0,5,0,0,148930,0,1272,0,0,0,0,0,0,0,279,0,0,0,0,0,0,0,0,0,0,10841,5992,
577.5,24808,0,0,0,18065,0,2215,0,0,0,0,365,0,54884,0,40,0,0,0,0,0,260625,0,33744,19,0,8,0,0,149694,0,1191,0,0,0,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,10920,6043,
578.5,25799,0,0,0,19828,0,2303,0,0,0,0,309,0,55531,0,47,0,0,0,0,0,262919,0,31015,14,0,11,0,0,148371,0,1115,0,0,0,0,0,0,0,369,0,0,0,0,0,0,0,0,0,0,10953,6069,
579.5,26819,0,0,0,21672,0,2392,0,0,0,0,260,0,56064,0,55,0,0,0,0,0,264834,0,28452,11,0,15,0,0,145018,0,1043,0,0,0,0,0,0,0,423,0,0,0,0,0,0,0,0,0,0,10941,6072,
580.5,27867,0,0,0,23591,0,2482,0,0,0,0,218,0,56477,0,64,0,0,0,0,0,266366,0,26052,8,0,20,0,0,139777,0,975,0,0,0,0,0,0,0,484,0,0,0,0,0,0,0,0,0,0,10888,6053,
581.5,28940,0,0,0,25572,0,2573,0,0,0,0,183,0,56764,0,74,0,0,0,0,0,267510,0,23810,6,0,27,0,0,132862,0,910,0,0,0,0,0,0,0,552,0,0,0,0,0,0,0,0,0,0,10796,6016,
582.5,30033,0,0,0,27604,0,2664,0,0,0,0,152,0,56921,0,85,0,0,0,0,0,268265,0,21721,4,0,37,0,0,124546,0,850,0,0,0,0,0,0,0,628,0,0,0,0,0,0,0,0,0,0,10670,5965,
583.5,31143,0,0,0,29674,0,2755,0,0,0,0,126,0,56945,0,99,0,0,0,0,0,268632,0,19778,3,0,50,0,0,115142,0,793,0,0,0,0,0,0,0,713,0,0,0,0,0,0,0,0,0,0,10517,5903,
584.5,32265,0,0,0,31767,0,2847,0,0,0,0,105,0,56833,0,114,0,0,0,0,0,268613,0,17977,2,0,67,0,0,104985,0,740,0,0,0,0,0,0,0,807,0,0,0,0,0,0,0,0,0,0,10342,5836,
585.5,33394,0,0,0,33866,0,2938,0,0,0,0,86,0,56586,0,131,0,0,0,0,0,268213,0,16311,2,0,89,0,0,94410,0,689,0,0,0,0,0,0,0,912,0,0,0,0,0,0,0,0,0,0,10153,5765,
